assembly,rid,parent_kind,parent_type,member_name,feature_tags
Auto_ThanLong_obfusca.exe,211,TypeRef,System.InvalidOperationException,.ctor,
Auto_ThanLong_obfusca.exe,212,TypeRef,System.ArgumentOutOfRangeException,.ctor,
Auto_ThanLong_obfusca.exe,213,TypeRef,System.Windows.UIElement,remove_PreviewMouseLeftButtonDown,
Auto_ThanLong_obfusca.exe,214,TypeRef,System.Windows.UIElement,remove_PreviewMouseMove,
Auto_ThanLong_obfusca.exe,215,TypeRef,System.Windows.UIElement,remove_DragOver,
Auto_ThanLong_obfusca.exe,216,TypeRef,System.Windows.UIElement,remove_DragLeave,
Auto_ThanLong_obfusca.exe,217,TypeRef,System.Windows.UIElement,remove_DragEnter,
Auto_ThanLong_obfusca.exe,218,TypeRef,System.Windows.UIElement,remove_Drop,
Auto_ThanLong_obfusca.exe,219,TypeRef,System.Windows.UIElement,get_AllowDrop,
Auto_ThanLong_obfusca.exe,220,TypeRef,System.Windows.UIElement,set_AllowDrop,
Auto_ThanLong_obfusca.exe,221,TypeRef,System.Windows.UIElement,add_PreviewMouseLeftButtonDown,
Auto_ThanLong_obfusca.exe,222,TypeRef,System.Windows.UIElement,add_PreviewMouseMove,
Auto_ThanLong_obfusca.exe,223,TypeRef,System.Windows.UIElement,add_DragOver,
Auto_ThanLong_obfusca.exe,224,TypeRef,System.Windows.UIElement,add_DragLeave,
Auto_ThanLong_obfusca.exe,225,TypeRef,System.Windows.UIElement,add_DragEnter,
Auto_ThanLong_obfusca.exe,226,TypeRef,System.Windows.UIElement,add_Drop,
Auto_ThanLong_obfusca.exe,227,TypeRef,System.Delegate,Combine,
Auto_ThanLong_obfusca.exe,228,TypeRef,System.Delegate,Remove,
Auto_ThanLong_obfusca.exe,229,TypeRef,System.Windows.Controls.Primitives.Selector,get_SelectedIndex,
Auto_ThanLong_obfusca.exe,230,TypeRef,System.Windows.Controls.Primitives.Selector,set_SelectedIndex,
Auto_ThanLong_obfusca.exe,231,TypeRef,System.Windows.Controls.Primitives.Selector,get_SelectedItem,
Auto_ThanLong_obfusca.exe,232,TypeRef,System.Windows.DragEventArgs,set_Effects,
Auto_ThanLong_obfusca.exe,233,TypeRef,System.Windows.Controls.ItemsControl,get_Items,
Auto_ThanLong_obfusca.exe,234,TypeRef,System.Windows.Controls.ItemCollection,get_Item,
Auto_ThanLong_obfusca.exe,235,TypeRef,System.Windows.UIElement,set_Visibility,
Auto_ThanLong_obfusca.exe,236,TypeRef,System.Windows.UIElement,get_Visibility,
Auto_ThanLong_obfusca.exe,237,TypeRef,System.Windows.DragEventArgs,get_Data,
Auto_ThanLong_obfusca.exe,238,TypeRef,System.Windows.IDataObject,GetDataPresent,
Auto_ThanLong_obfusca.exe,239,TypeRef,System.Windows.IDataObject,GetData,
Auto_ThanLong_obfusca.exe,240,TypeRef,System.Windows.Controls.ItemsControl,get_ItemsSource,
Auto_ThanLong_obfusca.exe,241,TypeRef,System.Exception,.ctor,
Auto_ThanLong_obfusca.exe,242,TypeRef,System.Windows.DragEventArgs,get_AllowedEffects,
Auto_ThanLong_obfusca.exe,243,TypeRef,System.Windows.Input.Mouse,get_LeftButton,
Auto_ThanLong_obfusca.exe,244,TypeRef,System.Windows.Documents.AdornerLayer,Remove,
Auto_ThanLong_obfusca.exe,245,TypeRef,System.Windows.Controls.ItemsControl,get_ItemContainerGenerator,
Auto_ThanLong_obfusca.exe,246,TypeRef,System.Windows.Controls.ItemContainerGenerator,get_Status,
Auto_ThanLong_obfusca.exe,247,TypeRef,System.Windows.Controls.ItemContainerGenerator,ContainerFromIndex,
Auto_ThanLong_obfusca.exe,248,TypeRef,System.Windows.Controls.ItemContainerGenerator,ContainerFromItem,
Auto_ThanLong_obfusca.exe,249,TypeRef,System.Windows.Media.VisualTreeHelper,GetDescendantBounds,
Auto_ThanLong_obfusca.exe,250,TypeRef,System.Windows.UIElement,TranslatePoint,
Auto_ThanLong_obfusca.exe,251,TypeRef,System.Math,Abs,
Auto_ThanLong_obfusca.exe,252,TypeRef,System.Math,Min,
Auto_ThanLong_obfusca.exe,253,TypeRef,System.Windows.SystemParameters,get_MinimumHorizontalDragDistance,
Auto_ThanLong_obfusca.exe,254,TypeRef,System.Windows.SystemParameters,get_MinimumVerticalDragDistance,
Auto_ThanLong_obfusca.exe,255,TypeRef,System.Windows.Data.CollectionView,get_Count,
Auto_ThanLong_obfusca.exe,256,TypeRef,System.Windows.Media.VisualBrush,.ctor,
Auto_ThanLong_obfusca.exe,257,TypeRef,System.Windows.UIElement,get_RenderSize,
Auto_ThanLong_obfusca.exe,258,TypeRef,System.Windows.UIElement,set_Opacity,
Auto_ThanLong_obfusca.exe,259,TypeRef,System.Windows.Documents.AdornerLayer,GetAdornerLayer,
Auto_ThanLong_obfusca.exe,260,TypeRef,System.Windows.Documents.AdornerLayer,Add,
Auto_ThanLong_obfusca.exe,261,TypeRef,System.Windows.Media.VisualTreeHelper,HitTest,
Auto_ThanLong_obfusca.exe,262,TypeRef,System.Windows.Media.HitTestResult,get_VisualHit,
Auto_ThanLong_obfusca.exe,263,TypeRef,System.Windows.Media.VisualTreeHelper,GetParent,
Auto_ThanLong_obfusca.exe,264,TypeRef,System.Windows.LogicalTreeHelper,GetParent,
Auto_ThanLong_obfusca.exe,265,TypeRef,System.Windows.DragDrop,DoDragDrop,
Auto_ThanLong_obfusca.exe,266,TypeRef,System.Windows.Controls.Primitives.Selector,set_SelectedItem,
Auto_ThanLong_obfusca.exe,267,TypeRef,System.Windows.DependencyObject,GetValue,
Auto_ThanLong_obfusca.exe,268,TypeRef,System.Windows.DependencyObject,SetValue,
Auto_ThanLong_obfusca.exe,269,TypeRef,System.Windows.UIPropertyMetadata,.ctor,
Auto_ThanLong_obfusca.exe,270,TypeRef,System.Windows.DependencyProperty,RegisterAttached,
Auto_ThanLong_obfusca.exe,271,TypeSpec,,allowedEffects,
Auto_ThanLong_obfusca.exe,272,TypeSpec,,effects,
Auto_ThanLong_obfusca.exe,273,TypeRef,System.EventArgs,.ctor,
Auto_ThanLong_obfusca.exe,274,TypeSpec,,itemsSource,
Auto_ThanLong_obfusca.exe,275,TypeSpec,,dataItem,
Auto_ThanLong_obfusca.exe,276,TypeSpec,,oldIndex,
Auto_ThanLong_obfusca.exe,277,TypeSpec,,newIndex,
Auto_ThanLong_obfusca.exe,278,TypeRef,System.Windows.Media.Visual,PointFromScreen,
Auto_ThanLong_obfusca.exe,279,TypeRef,System.Windows.Documents.Adorner,.ctor,
Auto_ThanLong_obfusca.exe,280,TypeRef,System.Windows.Rect,.ctor,
Auto_ThanLong_obfusca.exe,281,TypeRef,System.Windows.Shapes.Rectangle,.ctor,
Auto_ThanLong_obfusca.exe,282,TypeRef,System.Windows.Shapes.Shape,set_Fill,
Auto_ThanLong_obfusca.exe,283,TypeRef,System.Windows.FrameworkElement,set_Width,
Auto_ThanLong_obfusca.exe,284,TypeRef,System.Windows.FrameworkElement,set_Height,
Auto_ThanLong_obfusca.exe,285,TypeRef,System.Windows.UIElement,set_IsHitTestVisible,
Auto_ThanLong_obfusca.exe,286,TypeRef,System.Windows.Media.GeneralTransformGroup,.ctor,
Auto_ThanLong_obfusca.exe,287,TypeRef,System.Windows.Media.GeneralTransformGroup,get_Children,
Auto_ThanLong_obfusca.exe,288,TypeRef,System.Windows.Media.GeneralTransformCollection,Add,
Auto_ThanLong_obfusca.exe,289,TypeRef,System.Windows.Media.TranslateTransform,.ctor,
Auto_ThanLong_obfusca.exe,290,TypeRef,System.Windows.UIElement,Measure,
Auto_ThanLong_obfusca.exe,291,TypeRef,System.Windows.UIElement,get_DesiredSize,
Auto_ThanLong_obfusca.exe,292,TypeRef,System.Windows.UIElement,Arrange,
Auto_ThanLong_obfusca.exe,293,TypeRef,System.Windows.FrameworkElement,get_Parent,
Auto_ThanLong_obfusca.exe,294,TypeRef,System.Windows.Documents.Adorner,get_AdornedElement,
Auto_ThanLong_obfusca.exe,295,TypeRef,System.Windows.Documents.AdornerLayer,Update,
Auto_ThanLong_obfusca.exe,296,TypeRef,System.Type,get_Assembly,
Auto_ThanLong_obfusca.exe,297,TypeRef,System.Resources.ResourceManager,.ctor,
Auto_ThanLong_obfusca.exe,298,TypeSpec,,Create,
Auto_ThanLong_obfusca.exe,299,TypeSpec,,Start,
Auto_ThanLong_obfusca.exe,300,TypeSpec,,get_Task,
Auto_ThanLong_obfusca.exe,301,TypeSpec,,Create,
Auto_ThanLong_obfusca.exe,302,TypeSpec,,Start,
Auto_ThanLong_obfusca.exe,303,TypeSpec,,get_Task,
Auto_ThanLong_obfusca.exe,304,TypeRef,System.String,Empty,
Auto_ThanLong_obfusca.exe,305,TypeRef,System.Net.NetworkInformation.NetworkInterface,GetAllNetworkInterfaces,
Auto_ThanLong_obfusca.exe,306,TypeRef,System.Net.NetworkInformation.NetworkInterface,GetIPProperties,
Auto_ThanLong_obfusca.exe,307,TypeRef,System.Net.NetworkInformation.NetworkInterface,GetPhysicalAddress,
Auto_ThanLong_obfusca.exe,308,TypeRef,System.Object,ToString,
Auto_ThanLong_obfusca.exe,309,TypeRef,System.IO.File,ReadAllText,
Auto_ThanLong_obfusca.exe,310,TypeSpec,,GetResult,
Auto_ThanLong_obfusca.exe,311,TypeSpec,,GetResult,
Auto_ThanLong_obfusca.exe,312,TypeSpec,,AwaitUnsafeOnCompleted,
Auto_ThanLong_obfusca.exe,313,TypeSpec,,ConfigureAwait,
Auto_ThanLong_obfusca.exe,314,TypeSpec,,GetAwaiter,
Auto_ThanLong_obfusca.exe,315,TypeSpec,,get_IsCompleted,
Auto_ThanLong_obfusca.exe,316,TypeSpec,,GetAwaiter,
Auto_ThanLong_obfusca.exe,317,TypeSpec,,get_IsCompleted,
Auto_ThanLong_obfusca.exe,318,TypeSpec,,SetException,
Auto_ThanLong_obfusca.exe,319,TypeSpec,,SetResult,
Auto_ThanLong_obfusca.exe,320,TypeRef,System.Net.Http.HttpClient,.ctor,
Auto_ThanLong_obfusca.exe,321,TypeRef,System.Net.Http.HttpClient,get_DefaultRequestHeaders,
Auto_ThanLong_obfusca.exe,322,TypeRef,System.Net.Http.Headers.AuthenticationHeaderValue,.ctor,
Auto_ThanLong_obfusca.exe,323,TypeRef,System.Net.Http.Headers.HttpRequestHeaders,set_Authorization,
Auto_ThanLong_obfusca.exe,324,TypeRef,System.String,IsNullOrEmpty,
Auto_ThanLong_obfusca.exe,325,TypeRef,System.Net.Http.Headers.HttpHeaders,Add,
Auto_ThanLong_obfusca.exe,326,TypeRef,System.String,Concat,
Auto_ThanLong_obfusca.exe,327,TypeRef,System.Net.Http.HttpClient,PostAsync,
Auto_ThanLong_obfusca.exe,328,TypeRef,System.Net.Http.HttpResponseMessage,get_StatusCode,
Auto_ThanLong_obfusca.exe,329,TypeRef,System.Net.Http.HttpResponseMessage,get_Content,
Auto_ThanLong_obfusca.exe,330,TypeRef,System.Net.Http.HttpContent,ReadAsStringAsync,
Auto_ThanLong_obfusca.exe,331,TypeRef,System.IDisposable,Dispose,
Auto_ThanLong_obfusca.exe,332,TypeSpec,,.ctor,
Auto_ThanLong_obfusca.exe,333,TypeSpec,,AwaitUnsafeOnCompleted,
Auto_ThanLong_obfusca.exe,334,TypeSpec,,get_IsCompleted,
Auto_ThanLong_obfusca.exe,335,TypeSpec,,ConfigureAwait,
Auto_ThanLong_obfusca.exe,336,TypeSpec,,GetAwaiter,
Auto_ThanLong_obfusca.exe,337,TypeSpec,,GetAwaiter,
Auto_ThanLong_obfusca.exe,338,TypeSpec,,get_IsCompleted,
Auto_ThanLong_obfusca.exe,339,TypeRef,Newtonsoft.Json.JsonConvert,DeserializeObject,
Auto_ThanLong_obfusca.exe,340,TypeSpec,,GetResult,
Auto_ThanLong_obfusca.exe,341,TypeSpec,,GetResult,
Auto_ThanLong_obfusca.exe,342,TypeSpec,,SetException,
Auto_ThanLong_obfusca.exe,343,TypeSpec,,SetResult,
Auto_ThanLong_obfusca.exe,344,TypeRef,System.Net.Http.Headers.HttpHeaders,TryAddWithoutValidation,
Auto_ThanLong_obfusca.exe,345,TypeRef,System.Net.Http.FormUrlEncodedContent,.ctor,
Auto_ThanLong_obfusca.exe,346,TypeRef,System.String,Concat,
Auto_ThanLong_obfusca.exe,347,TypeRef,System.IO.File,WriteAllText,
Auto_ThanLong_obfusca.exe,348,TypeRef,System.Net.Http.HttpClient,GetAsync,
Auto_ThanLong_obfusca.exe,349,TypeRef,System.ComponentModel.PropertyChangedEventHandler,Invoke,
Auto_ThanLong_obfusca.exe,350,TypeRef,System.ComponentModel.PropertyChangedEventArgs,.ctor,
Auto_ThanLong_obfusca.exe,351,TypeRef,System.Windows.Application,.ctor,
Auto_ThanLong_obfusca.exe,352,TypeRef,System.Uri,.ctor,
Auto_ThanLong_obfusca.exe,353,TypeRef,System.Windows.Application,set_StartupUri,
Auto_ThanLong_obfusca.exe,354,TypeRef,System.Windows.Application,Run,
Auto_ThanLong_obfusca.exe,355,TypeSpec,,.ctor,
Auto_ThanLong_obfusca.exe,356,TypeSpec,,.ctor,
Auto_ThanLong_obfusca.exe,357,TypeSpec,,GetEnumerator,
Auto_ThanLong_obfusca.exe,358,TypeSpec,,get_Current,
Auto_ThanLong_obfusca.exe,359,TypeRef,System.Collections.IEnumerator,MoveNext,
Auto_ThanLong_obfusca.exe,360,TypeRef,System.Windows.Window,.ctor,
Auto_ThanLong_obfusca.exe,361,TypeRef,System.ComponentModel.CancelEventHandler,.ctor,
Auto_ThanLong_obfusca.exe,362,TypeRef,System.Action,.ctor,
Auto_ThanLong_obfusca.exe,363,TypeRef,System.Windows.RoutedEventHandler,.ctor,
Auto_ThanLong_obfusca.exe,364,TypeRef,System.Windows.Window,add_Closing,
Auto_ThanLong_obfusca.exe,365,TypeRef,System.Windows.Threading.DispatcherObject,get_Dispatcher,
Auto_ThanLong_obfusca.exe,366,TypeRef,System.Windows.Threading.Dispatcher,Invoke,
Auto_ThanLong_obfusca.exe,367,TypeRef,System.Windows.Controls.TextBox,get_Text,
Auto_ThanLong_obfusca.exe,368,TypeRef,System.Windows.Controls.PasswordBox,get_Password,
Auto_ThanLong_obfusca.exe,369,TypeRef,System.Threading.Tasks.Task,.ctor,
Auto_ThanLong_obfusca.exe,370,TypeRef,System.Threading.Tasks.Task,Start,
Auto_ThanLong_obfusca.exe,371,TypeRef,System.Windows.Controls.TextBox,set_Text,
Auto_ThanLong_obfusca.exe,372,TypeRef,System.Windows.Controls.PasswordBox,set_Password,
Auto_ThanLong_obfusca.exe,373,TypeRef,System.Windows.Application,LoadComponent,
Auto_ThanLong_obfusca.exe,374,TypeRef,System.Windows.FrameworkElement,add_Loaded,
Auto_ThanLong_obfusca.exe,375,TypeRef,System.Windows.Controls.Primitives.ButtonBase,add_Click,
Auto_ThanLong_obfusca.exe,376,TypeRef,System.Environment,Exit,
Auto_ThanLong_obfusca.exe,377,TypeRef,System.Runtime.CompilerServices.AsyncVoidMethodBuilder,Create,
Auto_ThanLong_obfusca.exe,378,TypeRef,System.Runtime.CompilerServices.AsyncVoidMethodBuilder,Start,
Auto_ThanLong_obfusca.exe,379,TypeRef,System.Windows.Window,Close,
Auto_ThanLong_obfusca.exe,380,TypeSpec,,GetAwaiter,
Auto_ThanLong_obfusca.exe,381,TypeSpec,,get_IsCompleted,
Auto_ThanLong_obfusca.exe,382,TypeRef,System.Runtime.CompilerServices.AsyncVoidMethodBuilder,AwaitUnsafeOnCompleted,
Auto_ThanLong_obfusca.exe,383,TypeSpec,,GetResult,
Auto_ThanLong_obfusca.exe,384,TypeRef,System.Runtime.CompilerServices.AsyncVoidMethodBuilder,SetException,
Auto_ThanLong_obfusca.exe,385,TypeRef,System.Runtime.CompilerServices.AsyncVoidMethodBuilder,SetResult,
Auto_ThanLong_obfusca.exe,386,TypeRef,System.Windows.MessageBox,Show,
Auto_ThanLong_obfusca.exe,387,TypeSpec,,GetEnumerator,
Auto_ThanLong_obfusca.exe,388,TypeSpec,,get_Current,
Auto_ThanLong_obfusca.exe,389,TypeSpec,,.ctor,
Auto_ThanLong_obfusca.exe,390,TypeRef,CheckForUpdateEventHandler,.ctor,
Auto_ThanLong_obfusca.exe,391,TypeRef,AutoUpdaterDotNET.AutoUpdater,DownloadPath,auth_update
Auto_ThanLong_obfusca.exe,392,TypeRef,System.Timers.ElapsedEventHandler,.ctor,
Auto_ThanLong_obfusca.exe,393,TypeSpec,,.ctor,
Auto_ThanLong_obfusca.exe,394,TypeRef,System.Linq.Enumerable,Count,
Auto_ThanLong_obfusca.exe,395,TypeRef,System.DateTime,.ctor,
Auto_ThanLong_obfusca.exe,396,TypeRef,System.DateTime,op_Subtraction,
Auto_ThanLong_obfusca.exe,397,TypeRef,System.TimeSpan,get_Days,
Auto_ThanLong_obfusca.exe,398,TypeRef,System.Int32,ToString,
Auto_ThanLong_obfusca.exe,399,TypeRef,System.TimeSpan,get_TotalDays,
Auto_ThanLong_obfusca.exe,400,TypeRef,System.DateTime,ParseExact,
Auto_ThanLong_obfusca.exe,401,TypeRef,System.DateTime,get_Now,
Auto_ThanLong_obfusca.exe,402,TypeRef,System.TimeSpan,FromSeconds,
Auto_ThanLong_obfusca.exe,403,TypeRef,System.EventHandler,.ctor,
Auto_ThanLong_obfusca.exe,404,TypeRef,System.TimeSpan,get_TotalSeconds,
Auto_ThanLong_obfusca.exe,405,TypeSpec,,.ctor,
Auto_ThanLong_obfusca.exe,406,TypeSpec,,.ctor,
Auto_ThanLong_obfusca.exe,407,TypeRef,System.Linq.Enumerable,Select,
Auto_ThanLong_obfusca.exe,408,TypeSpec,,Add,
Auto_ThanLong_obfusca.exe,409,TypeRef,System.Linq.Enumerable,Contains,
Auto_ThanLong_obfusca.exe,410,TypeSpec,,get_Count,
Auto_ThanLong_obfusca.exe,411,TypeSpec,,get_Item,
Auto_ThanLong_obfusca.exe,412,TypeSpec,,.ctor,
Auto_ThanLong_obfusca.exe,413,TypeRef,System.Linq.Enumerable,FirstOrDefault,
Auto_ThanLong_obfusca.exe,414,TypeSpec,,Remove,
Auto_ThanLong_obfusca.exe,415,TypeSpec,,.ctor,
Auto_ThanLong_obfusca.exe,416,TypeSpec,,GetEnumerator,
Auto_ThanLong_obfusca.exe,417,TypeSpec,,MoveNext,
Auto_ThanLong_obfusca.exe,418,TypeSpec,,get_Current,
Auto_ThanLong_obfusca.exe,419,TypeSpec,,.ctor,
Auto_ThanLong_obfusca.exe,420,TypeRef,System.Linq.Enumerable,OrderBy,
Auto_ThanLong_obfusca.exe,421,TypeRef,System.Linq.Enumerable,ToList,
Auto_ThanLong_obfusca.exe,422,TypeSpec,,.ctor,
Auto_ThanLong_obfusca.exe,423,TypeSpec,,Add,
Auto_ThanLong_obfusca.exe,424,TypeSpec,,Remove,
Auto_ThanLong_obfusca.exe,425,TypeRef,System.Linq.Enumerable,Count,
Auto_ThanLong_obfusca.exe,426,TypeRef,System.DateTime,get_Hour,
Auto_ThanLong_obfusca.exe,427,TypeRef,System.DateTime,get_Minute,
Auto_ThanLong_obfusca.exe,428,TypeRef,System.TimeSpan,FromHours,
Auto_ThanLong_obfusca.exe,429,TypeSpec,,get_Item,
Auto_ThanLong_obfusca.exe,430,TypeRef,System.Drawing.Point,get_X,
Auto_ThanLong_obfusca.exe,431,TypeRef,System.Drawing.Point,get_Y,
Auto_ThanLong_obfusca.exe,432,TypeSpec,,get_Count,
Auto_ThanLong_obfusca.exe,433,TypeRef,System.Drawing.Rectangle,.ctor,
Auto_ThanLong_obfusca.exe,434,TypeSpec,,get_HasValue,
Auto_ThanLong_obfusca.exe,435,TypeRef,System.Int32,TryParse,
Auto_ThanLong_obfusca.exe,436,TypeSpec,,.ctor,
Auto_ThanLong_obfusca.exe,437,TypeRef,System.Drawing.Size,get_Width,
Auto_ThanLong_obfusca.exe,438,TypeRef,System.Drawing.Size,get_Height,
Auto_ThanLong_obfusca.exe,439,TypeSpec,,get_Value,
Auto_ThanLong_obfusca.exe,440,TypeSpec,,GetEnumerator,
Auto_ThanLong_obfusca.exe,441,TypeSpec,,MoveNext,
Auto_ThanLong_obfusca.exe,442,TypeSpec,,get_Current,
Auto_ThanLong_obfusca.exe,443,TypeSpec,,.ctor,
Auto_ThanLong_obfusca.exe,444,TypeRef,System.Drawing.Color,get_B,
Auto_ThanLong_obfusca.exe,445,TypeRef,System.Drawing.Point,.ctor,
Auto_ThanLong_obfusca.exe,446,TypeSpec,,Add,
Auto_ThanLong_obfusca.exe,447,TypeRef,System.Drawing.Color,get_G,
Auto_ThanLong_obfusca.exe,448,TypeRef,System.Drawing.Color,get_R,
Auto_ThanLong_obfusca.exe,449,TypeRef,System.Threading.ThreadStart,.ctor,
Auto_ThanLong_obfusca.exe,450,TypeSpec,,.ctor,
Auto_ThanLong_obfusca.exe,451,TypeRef,System.Linq.Enumerable,Where,
Auto_ThanLong_obfusca.exe,452,TypeSpec,,Create,
Auto_ThanLong_obfusca.exe,453,TypeSpec,,Start,
Auto_ThanLong_obfusca.exe,454,TypeSpec,,get_Task,
Auto_ThanLong_obfusca.exe,455,TypeSpec,,ToArray,
Auto_ThanLong_obfusca.exe,456,TypeRef,System.IntPtr,op_Inequality,
Auto_ThanLong_obfusca.exe,457,TypeSpec,,get_Count,
Auto_ThanLong_obfusca.exe,458,TypeSpec,,Enqueue,
Auto_ThanLong_obfusca.exe,459,TypeSpec,,Dequeue,
Auto_ThanLong_obfusca.exe,460,TypeSpec,,Peek,
Auto_ThanLong_obfusca.exe,461,TypeRef,System.TimeSpan,FromMinutes,
Auto_ThanLong_obfusca.exe,462,TypeSpec,,Add,
Auto_ThanLong_obfusca.exe,463,TypeSpec,,GetValueOrDefault,
Auto_ThanLong_obfusca.exe,464,TypeSpec,,get_HasValue,
Auto_ThanLong_obfusca.exe,465,TypeRef,System.Runtime.CompilerServices.AsyncTaskMethodBuilder,Create,
Auto_ThanLong_obfusca.exe,466,TypeRef,System.Runtime.CompilerServices.AsyncTaskMethodBuilder,Start,
Auto_ThanLong_obfusca.exe,467,TypeRef,System.Runtime.CompilerServices.AsyncTaskMethodBuilder,get_Task,
Auto_ThanLong_obfusca.exe,468,TypeSpec,,GetEnumerator,
Auto_ThanLong_obfusca.exe,469,TypeRef,System.Windows.Threading.DispatcherTimer,.ctor,
Auto_ThanLong_obfusca.exe,470,TypeRef,System.Console,WriteLine,
Auto_ThanLong_obfusca.exe,471,TypeRef,System.IO.File,Exists,
Auto_ThanLong_obfusca.exe,472,TypeRef,System.Windows.Window,ShowDialog,
Auto_ThanLong_obfusca.exe,473,TypeRef,System.String,Split,
Auto_ThanLong_obfusca.exe,474,TypeRef,System.Windows.FrameworkElement,set_DataContext,
Auto_ThanLong_obfusca.exe,475,TypeRef,System.Reflection.Assembly,get_Location,
Auto_ThanLong_obfusca.exe,476,TypeRef,System.Diagnostics.FileVersionInfo,GetVersionInfo,
Auto_ThanLong_obfusca.exe,477,TypeRef,AutoUpdaterDotNET.AutoUpdater,add_CheckForUpdateEvent,auth_update
Auto_ThanLong_obfusca.exe,478,TypeRef,System.Diagnostics.FileVersionInfo,get_FileVersion,
Auto_ThanLong_obfusca.exe,479,TypeRef,System.Timers.Timer,.ctor,
Auto_ThanLong_obfusca.exe,480,TypeRef,System.Timers.Timer,set_Interval,
Auto_ThanLong_obfusca.exe,481,TypeRef,System.Timers.Timer,add_Elapsed,
Auto_ThanLong_obfusca.exe,482,TypeRef,System.Timers.Timer,Start,
Auto_ThanLong_obfusca.exe,483,TypeRef,System.Diagnostics.Process,GetProcesses,
Auto_ThanLong_obfusca.exe,484,TypeRef,System.Net.WebRequest,Create,
Auto_ThanLong_obfusca.exe,485,TypeRef,System.Net.WebRequest,GetResponse,
Auto_ThanLong_obfusca.exe,486,TypeRef,System.Net.WebResponse,get_Headers,
Auto_ThanLong_obfusca.exe,487,TypeRef,System.Collections.Specialized.NameValueCollection,get_Item,
Auto_ThanLong_obfusca.exe,488,TypeRef,System.Globalization.CultureInfo,get_InvariantCulture,
Auto_ThanLong_obfusca.exe,489,TypeRef,System.Globalization.CultureInfo,get_DateTimeFormat,
Auto_ThanLong_obfusca.exe,490,TypeRef,System.Windows.Threading.DispatcherTimer,set_Interval,
Auto_ThanLong_obfusca.exe,491,TypeRef,System.Windows.Threading.DispatcherTimer,add_Tick,
Auto_ThanLong_obfusca.exe,492,TypeRef,System.Windows.Threading.DispatcherTimer,Start,
Auto_ThanLong_obfusca.exe,493,TypeRef,System.Windows.Threading.DispatcherTimer,set_IsEnabled,
Auto_ThanLong_obfusca.exe,494,TypeRef,System.Threading.Tasks.Task,Run,
Auto_ThanLong_obfusca.exe,495,TypeRef,KAutoHelper.AutoControl,FindWindowHandlesFromProcesses,
Auto_ThanLong_obfusca.exe,496,TypeRef,KAutoHelper.AutoControl,GetText,
Auto_ThanLong_obfusca.exe,497,TypeRef,System.Text.StringBuilder,.ctor,
Auto_ThanLong_obfusca.exe,498,TypeRef,System.Text.StringBuilder,get_Capacity,
Auto_ThanLong_obfusca.exe,499,TypeRef,KAutoHelper.AutoControl,SendClickOnPosition,
Auto_ThanLong_obfusca.exe,500,TypeRef,System.Threading.Thread,Sleep,
Auto_ThanLong_obfusca.exe,501,TypeRef,KAutoHelper.AutoControl,SendTextKeyBoard,
Auto_ThanLong_obfusca.exe,502,TypeRef,KAutoHelper.AutoControl,SendKeyBoardPress,
Auto_ThanLong_obfusca.exe,503,TypeRef,KAutoHelper.AutoControl,SendDragAndDropOnPosition,
Auto_ThanLong_obfusca.exe,504,TypeRef,System.IO.DirectoryInfo,.ctor,
Auto_ThanLong_obfusca.exe,505,TypeRef,System.IO.DirectoryInfo,GetFiles,
Auto_ThanLong_obfusca.exe,506,TypeRef,System.IO.FileSystemInfo,get_Name,
Auto_ThanLong_obfusca.exe,507,TypeRef,System.String,Contains,
Auto_ThanLong_obfusca.exe,508,TypeRef,System.IO.FileSystemInfo,get_FullName,
Auto_ThanLong_obfusca.exe,509,TypeRef,System.IO.File,ReadAllLines,
Auto_ThanLong_obfusca.exe,510,TypeRef,System.Random,.ctor,
Auto_ThanLong_obfusca.exe,511,TypeRef,System.Random,Next,
Auto_ThanLong_obfusca.exe,512,TypeRef,System.Environment,get_NewLine,
Auto_ThanLong_obfusca.exe,513,TypeRef,System.String,Join,
Auto_ThanLong_obfusca.exe,514,TypeRef,KAutoHelper.CaptureHelper,CaptureWindow,
Auto_ThanLong_obfusca.exe,515,TypeRef,System.Drawing.Bitmap,.ctor,
Auto_ThanLong_obfusca.exe,516,TypeRef,KAutoHelper.ImageScanOpenCV,FindOutPoints,
Auto_ThanLong_obfusca.exe,517,TypeRef,System.String,Join,
Auto_ThanLong_obfusca.exe,518,TypeRef,System.String,op_Inequality,
Auto_ThanLong_obfusca.exe,519,TypeRef,KAutoHelper.CaptureHelper,CropImage,
Auto_ThanLong_obfusca.exe,520,TypeRef,KAutoHelper.ImageScanOpenCV,FindOutPoint,
Auto_ThanLong_obfusca.exe,521,TypeRef,Tesseract.TesseractEngine,.ctor,
Auto_ThanLong_obfusca.exe,522,TypeRef,System.String,ToLower,
Auto_ThanLong_obfusca.exe,523,TypeRef,Tesseract.TesseractEngine,SetVariable,
Auto_ThanLong_obfusca.exe,524,TypeRef,Tesseract.TesseractEngine,Process,
Auto_ThanLong_obfusca.exe,525,TypeRef,Tesseract.Page,GetText,
Auto_ThanLong_obfusca.exe,526,TypeRef,System.String,Replace,
Auto_ThanLong_obfusca.exe,527,TypeRef,System.Drawing.Image,get_Size,
Auto_ThanLong_obfusca.exe,528,TypeRef,System.Drawing.Bitmap,.ctor,
Auto_ThanLong_obfusca.exe,529,TypeRef,System.Drawing.Image,get_HorizontalResolution,
