assembly,rid,declaring_type,name,rva,flags,impl_flags,body_status,feature_tags
KAutoHelper.dll,131,KAutoHelper.ImageScanOpenCV,RecolizeText,0x4970,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,132,KAutoHelper.ImageScanOpenCV,SplitImageInFolder,0x4990,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,133,KAutoHelper.ImageScanOpenCV,ThreshHoldBinary,0x4A00,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,134,KAutoHelper.ImageScanOpenCV,NotWhiteToTransparentPixelReplacement,0x4A3C,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,135,KAutoHelper.ImageScanOpenCV,WhiteToBlackPixelReplacement,0x4AD4,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,136,KAutoHelper.ImageScanOpenCV,TransparentToWhitePixelReplacement,0x4B68,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,137,KAutoHelper.ImageScanOpenCV,CreateNonIndexedImage,0x4BE0,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,138,KAutoHelper.ImageScanOpenCV,.ctor,0x2C14,0x1886,0x0000,valid_il_header,
KAutoHelper.dll,139,KAutoHelper.Get_Text_From_Image,information,0x4C3C,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,140,KAutoHelper.Get_Text_From_Image,Get_Text,0x4C48,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,141,KAutoHelper.Get_Text_From_Image,make_new_image,0x4C8C,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,142,KAutoHelper.Get_Text_From_Image,split_image,0x4D14,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,143,KAutoHelper.Get_Text_From_Image,Get_Text,0x4E90,0x0094,0x0000,valid_il_header,
KAutoHelper.dll,144,KAutoHelper.Get_Text_From_Image,Image_Equal,0x50C8,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,145,KAutoHelper.Get_Text_From_Image,check_folder_exists,0x5188,0x0094,0x0000,valid_il_header,
KAutoHelper.dll,146,KAutoHelper.Get_Text_From_Image,.ctor,0x2C14,0x1886,0x0000,valid_il_header,
KAutoHelper.dll,147,KAutoHelper.Get_Text_From_Image,.cctor,0x51B0,0x1891,0x0000,valid_il_header,
KAutoHelper.dll,148,KAutoHelper.Get_Text_From_Image,<make_new_image>g__Get_List_Point|9_0,0x5214,0x0093,0x0000,valid_il_header,
KAutoHelper.dll,149,KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,0x52A4,0x0093,0x0000,valid_il_header,
KAutoHelper.dll,150,KAutoHelper.Get_Text_From_Image,<split_image>g__save_image_splip|10_0,0x5380,0x0093,0x0000,valid_il_header,
KAutoHelper.dll,151,KAutoHelper.ProcessHelper,EnumWindows,0x0,0x2091,0x0080,pinvoke_or_abstract,
KAutoHelper.dll,152,KAutoHelper.ProcessHelper,EnumChildWindows,0x0,0x2091,0x0080,pinvoke_or_abstract,
KAutoHelper.dll,153,KAutoHelper.ProcessHelper,SendMessageTimeout,0x0,0x2096,0x0080,pinvoke_or_abstract,
KAutoHelper.dll,154,KAutoHelper.ProcessHelper,GetWindowTitles,0x547C,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,155,KAutoHelper.ProcessHelper,EnumWindowsCallback,0x54B8,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,156,KAutoHelper.ProcessHelper,TitleMatches,0x551C,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,157,KAutoHelper.ProcessHelper,GetWindowTitle,0x553C,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,158,KAutoHelper.ProcessHelper,GetNetStatPorts,0x55AC,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,159,KAutoHelper.ProcessHelper,LookupProcess,0x57F4,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,160,KAutoHelper.ProcessHelper,.ctor,0x2C14,0x1886,0x0000,valid_il_header,
KAutoHelper.dll,161,KAutoHelper.ProcessHelper,.cctor,0x5834,0x1891,0x0000,valid_il_header,
KAutoHelper.dll,162,KAutoHelper.Port,get_name,0x5840,0x0886,0x0000,valid_il_header,
KAutoHelper.dll,163,KAutoHelper.Port,set_name,0x586E,0x0886,0x0000,valid_il_header,
KAutoHelper.dll,164,KAutoHelper.Port,get_port_number,0x5871,0x0886,0x0000,valid_il_header,
KAutoHelper.dll,165,KAutoHelper.Port,set_port_number,0x5879,0x0886,0x0000,valid_il_header,
KAutoHelper.dll,166,KAutoHelper.Port,get_process_name,0x5882,0x0886,0x0000,valid_il_header,
KAutoHelper.dll,167,KAutoHelper.Port,set_process_name,0x588A,0x0886,0x0000,valid_il_header,
KAutoHelper.dll,168,KAutoHelper.Port,get_protocol,0x5893,0x0886,0x0000,valid_il_header,
KAutoHelper.dll,169,KAutoHelper.Port,set_protocol,0x589B,0x0886,0x0000,valid_il_header,
KAutoHelper.dll,170,KAutoHelper.Port,get_pid,0x58A4,0x0886,0x0000,valid_il_header,
KAutoHelper.dll,171,KAutoHelper.Port,set_pid,0x58AC,0x0886,0x0000,valid_il_header,
KAutoHelper.dll,172,KAutoHelper.Port,.ctor,0x2C14,0x1886,0x0000,valid_il_header,
KAutoHelper.dll,173,KAutoHelper.ParentProcessUtilities,NtQueryInformationProcess,0x0,0x2091,0x0080,pinvoke_or_abstract,
KAutoHelper.dll,174,KAutoHelper.ParentProcessUtilities,GetParentProcess,0x58B8,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,175,KAutoHelper.ParentProcessUtilities,GetParentProcess,0x58DC,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,176,KAutoHelper.ParentProcessUtilities,GetParentProcess,0x5900,0x0096,0x0000,valid_il_header,
KAutoHelper.dll,177,KAutoHelper.ThamKhao,SendInput,0x0,0x2091,0x0080,pinvoke_or_abstract,
KAutoHelper.dll,178,KAutoHelper.ThamKhao,SendKeyPress,0x596C,0x0086,0x0000,valid_il_header,
KAutoHelper.dll,179,KAutoHelper.ThamKhao,SendKeyDown,0x5A60,0x0086,0x0000,valid_il_header,
KAutoHelper.dll,180,KAutoHelper.ThamKhao,SendKeyUp,0x5B24,0x0086,0x0000,valid_il_header,
KAutoHelper.dll,181,KAutoHelper.ThamKhao,.ctor,0x2C14,0x1886,0x0000,valid_il_header,
KAutoHelper.dll,182,<>c__DisplayClass13_0,.ctor,0x2C14,0x1886,0x0000,valid_il_header,
KAutoHelper.dll,183,<>c__DisplayClass13_0,<GetNoxTitleFromADBPort>b__0,0x5BE6,0x0083,0x0000,valid_il_header,
KAutoHelper.dll,184,<>c__DisplayClass13_0,<GetNoxTitleFromADBPort>b__1,0x5BF9,0x0083,0x0000,valid_il_header,
KAutoHelper.dll,185,CallBack,.ctor,0x0,0x1886,0x0003,pinvoke_or_abstract,
KAutoHelper.dll,186,CallBack,Invoke,0x0,0x01C6,0x0003,pinvoke_or_abstract,
KAutoHelper.dll,187,CallBack,BeginInvoke,0x0,0x01C6,0x0003,pinvoke_or_abstract,
KAutoHelper.dll,188,CallBack,EndInvoke,0x0,0x01C6,0x0003,pinvoke_or_abstract,
KAutoHelper.dll,189,EnumWindowProc,.ctor,0x0,0x1886,0x0003,pinvoke_or_abstract,
KAutoHelper.dll,190,EnumWindowProc,Invoke,0x0,0x01C6,0x0003,pinvoke_or_abstract,
KAutoHelper.dll,191,EnumWindowProc,BeginInvoke,0x0,0x01C6,0x0003,pinvoke_or_abstract,
KAutoHelper.dll,192,EnumWindowProc,EndInvoke,0x0,0x01C6,0x0003,pinvoke_or_abstract,
KAutoHelper.dll,193,<>c,.cctor,0x5C0E,0x1891,0x0000,valid_il_header,
KAutoHelper.dll,194,<>c,.ctor,0x2C14,0x1886,0x0000,valid_il_header,
KAutoHelper.dll,195,<>c,<FindWindowHandleFromProcesses>b__30_0,0x5C1A,0x0083,0x0000,valid_il_header,
KAutoHelper.dll,196,<>c,<GetChildHandle>b__34_0,0x5C2C,0x0083,0x0000,valid_il_header,
KAutoHelper.dll,197,<>c__DisplayClass35_0,.ctor,0x2C14,0x1886,0x0000,valid_il_header,
KAutoHelper.dll,198,<>c__DisplayClass35_0,<FindHandleWithText>b__0,0x5C70,0x0083,0x0000,valid_il_header,
KAutoHelper.dll,199,<>c__DisplayClass36_0,.ctor,0x2C14,0x1886,0x0000,valid_il_header,
KAutoHelper.dll,200,<>c__DisplayClass36_0,<FindHandlesWithText>b__0,0x5CB8,0x0083,0x0000,valid_il_header,
KAutoHelper.dll,201,EnumWindowsProc,.ctor,0x0,0x1886,0x0003,pinvoke_or_abstract,
KAutoHelper.dll,202,EnumWindowsProc,Invoke,0x0,0x01C6,0x0003,pinvoke_or_abstract,
KAutoHelper.dll,203,EnumWindowsProc,BeginInvoke,0x0,0x01C6,0x0003,pinvoke_or_abstract,
KAutoHelper.dll,204,EnumWindowsProc,EndInvoke,0x0,0x01C6,0x0003,pinvoke_or_abstract,
KAutoHelper.dll,205,<>c__DisplayClass4_0,.ctor,0x2C14,0x1886,0x0000,valid_il_header,
KAutoHelper.dll,206,<>c__DisplayClass4_0,<GetWindowHandles>b__0,0x5D00,0x0083,0x0000,valid_il_header,
KAutoHelper.dll,207,<>c__DisplayClass4_1,.ctor,0x2C14,0x1886,0x0000,valid_il_header,
KAutoHelper.dll,208,<>c__DisplayClass4_1,<GetWindowHandles>b__1,0x5D90,0x0083,0x0000,valid_il_header,
KAutoHelper.dll,209,GDI32,BitBlt,0x0,0x2096,0x0080,pinvoke_or_abstract,
KAutoHelper.dll,210,GDI32,CreateCompatibleBitmap,0x0,0x2096,0x0080,pinvoke_or_abstract,
KAutoHelper.dll,211,GDI32,CreateCompatibleDC,0x0,0x2096,0x0080,pinvoke_or_abstract,
KAutoHelper.dll,212,GDI32,DeleteDC,0x0,0x2096,0x0080,pinvoke_or_abstract,
KAutoHelper.dll,213,GDI32,DeleteObject,0x0,0x2096,0x0080,pinvoke_or_abstract,
KAutoHelper.dll,214,GDI32,SelectObject,0x0,0x2096,0x0080,pinvoke_or_abstract,
KAutoHelper.dll,215,GDI32,.ctor,0x2C14,0x1886,0x0000,valid_il_header,
KAutoHelper.dll,216,User32,GetDesktopWindow,0x0,0x2096,0x0080,pinvoke_or_abstract,
KAutoHelper.dll,217,User32,GetWindowDC,0x0,0x2096,0x0080,pinvoke_or_abstract,
KAutoHelper.dll,218,User32,ReleaseDC,0x0,0x2096,0x0080,pinvoke_or_abstract,
KAutoHelper.dll,219,User32,GetWindowRect,0x0,0x2096,0x0080,pinvoke_or_abstract,
KAutoHelper.dll,220,User32,.ctor,0x2C14,0x1886,0x0000,valid_il_header,
KAutoHelper.dll,221,EnumWindowsProc,.ctor,0x0,0x1886,0x0003,pinvoke_or_abstract,
KAutoHelper.dll,222,EnumWindowsProc,Invoke,0x0,0x01C6,0x0003,pinvoke_or_abstract,
KAutoHelper.dll,223,EnumWindowsProc,BeginInvoke,0x0,0x01C6,0x0003,pinvoke_or_abstract,
KAutoHelper.dll,224,EnumWindowsProc,EndInvoke,0x0,0x01C6,0x0003,pinvoke_or_abstract,
